,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Will_vote_only_large_party,Financial_agenda_matters
3889,Greys,0.611338053012,0.638272168483,0.658504648566,0.562348432747,0,0,0,0,1,0,0,0,1.0,0.0
3890,Blues,0.602395518014,0.63799133638,0.641185209898,0.614745331636,0,1,0,0,0,0,0,0,1.0,0.0
3891,Reds,0.642246555697,0.653669810978,0.658060881458,0.572897216848,0,1,0,0,0,0,0,0,1.0,0.0
3892,Greens,0.675865830803,0.661798221302,0.655676997518,0.609945083692,0,0,0,0,0,0,1,0,1.0,1.0
3893,Pinks,0.584377819335,0.538722215949,0.596849604988,0.535259777936,0,0,0,0,0,0,1,0,1.0,1.0
3894,Blues,0.6389089321,0.642472001466,0.649670426755,0.602316230759,0,0,1,0,0,0,0,0,1.0,0.0
3895,Oranges,0.607748222415,0.631593143917,0.660474303312,0.560002922248,0,0,0,0,1,0,0,0,1.0,0.0
3896,Reds,0.605244881342,0.660541456655,0.679269165606,0.55852443685,0,1,0,0,0,0,0,0,1.0,0.0
3897,Greens,0.630231116131,0.557816515524,0.206884141305,0.51336940519,0,0,0,1,0,0,0,0,1.0,1.0
3898,Reds,0.600570115086,0.651071210796,0.672913637848,0.503896320764,0,0,0,0,1,0,0,0,1.0,0.0
3899,Purples,0.650298034568,0.6530320479,0.675460932938,0.600072060244,0,0,1,0,0,0,0,0,0.0,1.0
3900,Blues,0.601737217558,0.633508397867,0.635834084185,0.530008848255,0,0,0,0,0,0,0,1,1.0,0.0
3901,Yellows,0.636573697824,0.648659105118,0.667892038419,0.568206627605,0,0,0,0,1,0,0,0,1.0,0.0
3902,Blues,0.601073506538,0.63469147031,0.639643664764,0.567130457314,1,0,0,0,0,0,0,0,1.0,0.0
3903,Pinks,0.690622352884,0.689179041021,0.690386302129,0.563712750955,0,0,0,0,0,1,0,0,1.0,1.0
3904,Reds,0.593632438614,0.650248126786,0.669121024641,0.532679716807,0,0,0,0,0,0,0,1,1.0,0.0
3905,Oranges,0.667057535463,0.675084274833,0.656275788867,0.563810927927,0,1,0,0,0,0,0,0,1.0,0.0
3906,Yellows,0.631759621652,0.634404780675,0.667017490676,0.585752774068,0,0,1,0,0,0,0,0,1.0,0.0
3907,Yellows,0.603750203372,0.640160508765,0.647380379343,0.575996619487,0,0,1,0,0,0,0,0,1.0,0.0
3908,Greys,0.604408428253,0.635423903434,0.655590607629,0.615364425522,0,0,0,0,1,0,0,0,1.0,0.0
3909,Reds,0.635038347895,0.649326913011,0.656329801481,0.501987565785,0,0,0,0,0,0,0,1,1.0,0.0
3910,Oranges,0.608928488222,0.632799630433,0.658053515568,0.507198012583,0,0,0,0,1,0,0,0,1.0,0.0
3911,Greens,0.683292802454,0.657955065989,0.637037453649,0.549145720076,0,0,0,0,0,0,1,0,1.0,1.0
3912,Greys,0.606814663683,0.636626132718,0.659958247871,0.529376334389,0,1,0,0,0,0,0,0,1.0,0.0
3913,Greens,0.687694343951,0.683873900154,0.677324490961,0.555943670529,0,0,0,0,0,0,1,0,1.0,1.0
3914,Whites,0.601383426216,0.635681339097,0.671808872235,0.549751360258,0,0,0,1,0,0,0,0,1.0,1.0
3915,Oranges,0.604898416521,0.636759880109,0.663302808529,0.608859654343,0,0,0,0,0,0,0,1,1.0,0.0
3916,Oranges,0.606166207726,0.638016543669,0.666170047169,0.603510406279,0,0,1,0,0,0,0,0,1.0,0.0
3917,Yellows,0.625712457831,0.641265620422,0.664296344194,0.610439307066,0,1,0,0,0,0,0,0,1.0,0.0
3918,Blues,0.598560880435,0.630841208801,0.634116818904,0.570478797879,0,1,0,0,0,0,0,0,1.0,0.0
3919,Oranges,0.666365486669,0.671653248942,0.648462389745,0.590281845938,0,0,0,0,1,0,0,0,1.0,0.0
3920,Blues,0.595792454063,0.631228600406,0.634114613026,0.549264263143,0,0,1,0,0,0,0,0,1.0,0.0
3921,Pinks,0.685807359004,0.682641713752,0.682860159244,0.573779368306,0,0,0,0,0,1,0,0,1.0,1.0
3922,Reds,0.635810674369,0.648110340737,0.651579927951,0.522190179288,0,1,0,0,0,0,0,0,1.0,0.0
3923,Pinks,0.678391870666,0.654978186889,0.6853615572,0.586461802781,0,0,0,0,0,1,0,0,1.0,1.0
3924,Greys,0.643176425504,0.644418906437,0.653039778788,0.56090534947,0,1,0,0,0,0,0,0,1.0,0.0
3925,Greys,0.645932957647,0.636642001012,0.646011003808,0.554512264054,1,0,0,0,0,0,0,0,1.0,0.0
3926,Greys,0.603581887109,0.636355143598,0.660497508964,0.599653165356,0,1,0,0,0,0,0,0,1.0,0.0
3927,Yellows,0.637887172305,0.641771389314,0.665203759717,0.574590747657,0,0,1,0,0,0,0,0,1.0,0.0
3928,Pinks,0.677065524756,0.619627185076,0.662849276073,0.517579868394,0,0,0,0,0,0,1,0,1.0,1.0
3929,Yellows,0.600657634936,0.636216538841,0.640364965958,0.515035836686,0,0,0,0,0,0,0,1,1.0,0.0
3930,Blues,0.594092517286,0.632304243106,0.632981225527,0.551354386453,0,0,1,0,0,0,0,0,1.0,0.0
3931,Browns,0.61166625942,0.474553114195,0.657251138723,0.62707858645,0,0,1,0,0,0,0,0,0.0,0.0
3932,Yellows,0.598976005562,0.635138917152,0.630841296002,0.55388360467,0,0,0,0,1,0,0,0,1.0,0.0
3933,Oranges,0.666138073611,0.672212809403,0.651313868606,0.545225904903,0,0,0,0,0,0,0,1,1.0,0.0
3934,Yellows,0.626755277819,0.644050222765,0.672853762018,0.530239627966,0,1,0,0,0,0,0,0,1.0,0.0
3935,Blues,0.634746266738,0.645276514179,0.647159672094,0.556339382736,0,1,0,0,0,0,0,0,1.0,0.0
3936,Blues,0.602370854695,0.636995606658,0.641733551831,0.504679642551,1,0,0,0,0,0,0,0,1.0,0.0
3937,Yellows,0.603495554322,0.638311860213,0.642952935164,0.519168247114,0,0,0,0,1,0,0,0,1.0,0.0
3938,Yellows,0.604433859957,0.632529422043,0.62945446888,0.501240178666,0,1,0,0,0,0,0,0,1.0,0.0
3939,Reds,0.64125325303,0.646178957201,0.652898947178,0.572899053033,0,0,0,0,1,0,0,0,1.0,0.0
3940,Blues,0.610191909839,0.638851676979,0.645806484154,0.55302521646,1,0,0,0,0,0,0,0,1.0,0.0
3941,Reds,0.644362581304,0.6477965431,0.654784869301,0.602218004069,1,0,0,0,0,0,0,0,1.0,0.0
3942,Greens,0.653070987504,0.685809305064,0.630206453831,0.546260114537,0,0,0,0,0,0,1,0,1.0,1.0
3943,Blues,0.635497365059,0.643522725989,0.646563282167,0.588833419694,0,0,0,0,1,0,0,0,1.0,0.0
3944,Blues,0.640092281486,0.649507987943,0.651499170965,0.528728707817,0,0,1,0,0,0,0,0,1.0,0.0
3945,Reds,0.596651683152,0.655861930512,0.678586486805,0.536933066034,0,0,0,0,1,0,0,0,1.0,0.0
3946,Greens,0.682219683575,0.571963030303,0.568941192498,0.570511170675,0,0,0,1,0,0,0,0,1.0,1.0
3947,Yellows,0.596608041072,0.638562542229,0.640895523009,0.534374814655,0,0,0,0,0,0,0,1,1.0,0.0
3948,Blues,0.604965910411,0.637795258409,0.642299694594,0.530047981702,0,0,0,0,0,0,0,1,1.0,0.0
3949,Yellows,0.59715250941,0.640432241527,0.638673133912,0.582183971482,0,1,0,0,0,0,0,0,1.0,0.0
3950,Pinks,0.670602126118,0.589598375245,0.657871604003,0.533292930083,0,0,0,0,0,0,1,0,1.0,1.0
3951,Blues,0.599778182261,0.635585015606,0.638408952753,0.588742409182,0,1,0,0,0,0,0,0,1.0,0.0
3952,Reds,0.636817416377,0.647853681179,0.657627270387,0.602166049385,0,0,0,0,1,0,0,0,1.0,0.0
3953,Blues,0.597098429954,0.635634312738,0.639199752825,0.613044583705,0,0,1,0,0,0,0,0,1.0,0.0
3954,Greens,0.675340115807,0.675636511102,0.494743073762,0.514885315461,0,0,0,1,0,0,0,0,1.0,1.0
3955,Yellows,0.594280532545,0.637292382879,0.63611211938,0.563350550297,0,0,0,0,1,0,0,0,1.0,0.0
3956,Oranges,0.670976830317,0.675650425078,0.651920102569,0.588748614573,0,1,0,0,0,0,0,0,1.0,0.0
3957,Yellows,0.620503426452,0.656089283467,0.658361068524,0.573734602495,0,0,1,0,0,0,0,0,1.0,0.0
3958,Yellows,0.605567283781,0.644619345254,0.646953359436,0.501940773014,0,1,0,0,0,0,0,0,1.0,0.0
3959,Browns,0.610973358765,0.426706651268,0.676994665664,0.668716824008,0,0,0,0,1,0,0,0,0.0,0.0
3960,Yellows,0.59726657816,0.64739235929,0.645768576269,0.542881178172,0,0,0,0,1,0,0,0,1.0,0.0
3961,Yellows,0.608330999467,0.64102721815,0.648444391355,0.535389567064,0,0,0,0,0,0,0,1,1.0,0.0
3962,Blues,0.60390933893,0.635824879535,0.635811626059,0.610072811783,0,0,0,0,1,0,0,0,1.0,0.0
3963,Oranges,0.60659827193,0.630657939747,0.658347478633,0.606250353884,0,1,0,0,0,0,0,0,1.0,0.0
3964,Yellows,0.597529673387,0.641254793642,0.643934231329,0.510227692201,0,0,1,0,0,0,0,0,1.0,0.0
3965,Reds,0.585315802936,0.655337512176,0.67094679859,0.559699267851,0,0,0,0,1,0,0,0,1.0,0.0
3966,Reds,0.633629154147,0.646767553082,0.652198680904,0.615352232036,0,1,0,0,0,0,0,0,1.0,0.0
3967,Greys,0.652012451582,0.642347915635,0.652966487786,0.524918414036,0,1,0,0,0,0,0,0,1.0,0.0
3968,Greens,0.615562300556,0.68160082991,0.59439239254,0.523092652085,0,0,0,0,0,0,1,0,1.0,1.0
3969,Yellows,0.609338518118,0.638000941678,0.635562430569,0.545265756632,0,0,0,0,0,0,0,1,1.0,0.0
3970,Yellows,0.625775439433,0.637807542086,0.661891799532,0.616221061394,0,0,0,0,0,0,0,1,1.0,0.0
3971,Yellows,0.591741840252,0.634677823885,0.638706392471,0.599750194554,1,0,0,0,0,0,0,0,1.0,0.0
3972,Yellows,0.636509558729,0.633923923554,0.672408140793,0.525533535217,0,0,0,0,0,0,0,1,1.0,0.0
3973,Blues,0.606572601291,0.637454453015,0.641473282588,0.512760222261,1,0,0,0,0,0,0,0,1.0,0.0
3974,Whites,0.653978228944,0.686933742666,0.663844473497,0.616577480199,0,0,0,1,0,0,0,0,1.0,1.0
3975,Yellows,0.588875772998,0.629201331042,0.629244266974,0.54513729713,0,1,0,0,0,0,0,0,1.0,0.0
3976,Greys,0.646167641573,0.640573434108,0.64806077453,0.560995397268,0,0,0,0,1,0,0,0,1.0,0.0
3977,Pinks,0.581331319908,0.559127093668,0.59248928821,0.535465214298,0,0,0,0,0,0,1,0,1.0,1.0
3978,Yellows,0.607906501266,0.634106378675,0.6554731482,0.528457794054,1,0,0,0,0,0,0,0,1.0,0.0
3979,Yellows,0.597773133659,0.640965948692,0.638545749403,0.60297141971,0,0,1,0,0,0,0,0,1.0,0.0
3980,Whites,0.598608733449,0.670073543746,0.619226553177,0.518533905776,0,0,0,1,0,0,0,0,1.0,1.0
3981,Greys,0.645513311103,0.641849110966,0.651225815803,0.52592822427,0,0,0,0,1,0,0,0,1.0,0.0
3982,Greys,0.619741287254,0.644830186396,0.660864079709,0.542553229384,0,0,1,0,0,0,0,0,1.0,0.0
3983,Greys,0.618672513548,0.643641817673,0.658977331689,0.590305481672,0,1,0,0,0,0,0,0,1.0,0.0
3984,Yellows,0.612618037581,0.637279887406,0.655146016511,0.537886278665,0,0,0,0,1,0,0,0,1.0,0.0
3985,Greys,0.610181409577,0.638803039589,0.656810151611,0.513867839249,0,0,0,0,1,0,0,0,1.0,0.0
3986,Reds,0.635111648473,0.64664886445,0.649889956234,0.53101458415,0,0,0,0,0,0,0,1,1.0,0.0
3987,Reds,0.601703478246,0.659103796937,0.674805028608,0.595524742411,0,1,0,0,0,0,0,0,1.0,0.0
3988,Greys,0.607972321782,0.63733466693,0.658052843862,0.504363520265,0,1,0,0,0,0,0,0,1.0,0.0
3989,Blues,0.595552385201,0.635069550677,0.635034831939,0.526997962785,0,0,1,0,0,0,0,0,1.0,0.0
3990,Oranges,0.609202502651,0.63700801086,0.662923647129,0.592458619516,0,0,1,0,0,0,0,0,1.0,0.0
3991,Pinks,0.668958267764,0.657985205038,0.686222796938,0.568362647423,0,0,0,0,0,0,1,0,1.0,1.0
3992,Oranges,0.596190503222,0.632738686914,0.655253745229,0.574774906089,0,0,1,0,0,0,0,0,1.0,0.0
3993,Reds,0.63637557355,0.647800241695,0.650937489986,0.580125691007,0,0,0,0,0,0,0,1,1.0,0.0
3994,Yellows,0.578468758352,0.629141099712,0.626326722078,0.574444623201,0,0,1,0,0,0,0,0,1.0,0.0
3995,Browns,0.600796312192,0.675310395617,0.482408018146,0.636798807522,1,0,0,0,0,0,0,0,0.0,0.0
3996,Oranges,0.590406729843,0.626359368796,0.657043204495,0.545853706741,0,0,0,0,1,0,0,0,1.0,0.0
3997,Reds,0.587501907604,0.659134699376,0.672235381373,0.551785361922,0,0,1,0,0,0,0,0,1.0,0.0
3998,Blues,0.642296322343,0.652394323614,0.651943887943,0.578863951096,0,0,0,0,1,0,0,0,1.0,0.0
3999,Greens,0.671489553044,0.68719148619,0.660995036726,0.509691803266,0,0,0,1,0,0,0,0,1.0,1.0
4000,Reds,0.638014422587,0.655990768638,0.659825417671,0.561805210217,0,0,0,0,1,0,0,0,1.0,0.0
4001,Yellows,0.598866937825,0.646294043801,0.650789274839,0.596217159965,0,0,0,0,1,0,0,0,1.0,0.0
4002,Yellows,0.596455348676,0.637063227818,0.636505703183,0.560116231471,0,1,0,0,0,0,0,0,1.0,0.0
4003,Blues,0.635719985385,0.641650149913,0.648845756057,0.5388481262,0,0,1,0,0,0,0,0,1.0,0.0
4004,Pinks,0.66774058123,0.657813882356,0.662068432006,0.568445697688,0,0,0,0,0,1,0,0,1.0,1.0
4005,Yellows,0.632457267651,0.639860283955,0.65990098952,0.547297128336,0,0,0,0,1,0,0,0,1.0,0.0
4006,Yellows,0.603442566745,0.636354280222,0.642758570125,0.584129104966,0,0,0,0,0,0,0,1,1.0,0.0
4007,Blues,0.641330063623,0.657429273995,0.649615791745,0.552320188249,0,0,0,0,1,0,0,0,1.0,0.0
4008,Reds,0.596826007775,0.652466083646,0.672897125592,0.593594667935,1,0,0,0,0,0,0,0,1.0,0.0
4009,Pinks,0.622484782763,0.615404188457,0.640105584773,0.582951319279,0,0,0,0,0,0,1,0,1.0,1.0
4010,Blues,0.599478262396,0.634029673287,0.636222501424,0.543122579946,0,0,0,0,0,0,0,1,1.0,0.0
4011,Greens,0.642923615591,0.663081731592,0.641489845933,0.609662021941,0,0,0,1,0,0,0,0,1.0,1.0
4012,Reds,0.598360364422,0.656750085027,0.674528553746,0.504654434385,0,0,0,0,0,0,0,1,1.0,0.0
4013,Purples,0.63805305835,0.629032872225,0.671210820449,0.60306597135,0,0,0,0,0,0,0,1,0.0,1.0
4014,Yellows,0.624132729343,0.650112444837,0.676298687146,0.534477567498,0,0,0,0,1,0,0,0,1.0,0.0
4015,Oranges,0.611499467781,0.64371782475,0.667156602289,0.558230672051,0,0,0,0,1,0,0,0,1.0,0.0
4016,Yellows,0.605691591788,0.640177810336,0.639544667876,0.538777474385,0,0,1,0,0,0,0,0,1.0,0.0
4017,Yellows,0.584887473152,0.641893326366,0.642067726279,0.514952038368,0,0,0,0,0,0,0,1,1.0,0.0
4018,Reds,0.598931582893,0.655774616854,0.675653353367,0.540731834895,0,0,0,0,0,0,0,1,1.0,0.0
4019,Reds,0.596433065843,0.655393560379,0.670355468562,0.597174640111,0,0,0,0,1,0,0,0,1.0,0.0
4020,Pinks,0.630344819199,0.574472241075,0.599433337485,0.598750658365,0,0,0,0,0,0,1,0,1.0,1.0
4021,Oranges,0.608831114092,0.639298877617,0.662243063908,0.615447131751,0,0,0,0,0,0,0,1,1.0,0.0
4022,Browns,0.650381511197,0.625968641049,0.573057819896,0.656799390395,1,0,0,0,0,0,0,0,0.0,0.0
4023,Yellows,0.630795673197,0.646111121511,0.672839224738,0.519162150896,0,0,0,0,0,0,0,1,1.0,0.0
4024,Whites,0.640540793211,0.683441934103,0.686624633384,0.548260020525,0,0,0,1,0,0,0,0,1.0,1.0
4025,Yellows,0.593281371162,0.634801789688,0.640078700828,0.544913638983,0,0,1,0,0,0,0,0,1.0,0.0
4026,Yellows,0.593236358082,0.637497703348,0.635378971285,0.521105627934,0,0,1,0,0,0,0,0,1.0,0.0
4027,Pinks,0.663156900362,0.652199069417,0.664336705248,0.533047117409,0,0,0,0,0,1,0,0,1.0,1.0
4028,Yellows,0.623070566004,0.636744874931,0.672524974446,0.577222826606,0,0,1,0,0,0,0,0,1.0,0.0
4029,Pinks,0.687475169134,0.669651533392,0.68898382865,0.605131492677,0,0,0,0,0,0,1,0,1.0,1.0
4030,Greys,0.604894387479,0.633256643282,0.658728219535,0.557251951373,0,1,0,0,0,0,0,0,1.0,0.0
4031,Greys,0.611772827768,0.636785685186,0.657540324305,0.56447933449,0,0,1,0,0,0,0,0,1.0,0.0
4032,Yellows,0.587441886749,0.643762926613,0.645079793054,0.558535560106,0,0,0,0,1,0,0,0,1.0,0.0
4033,Greys,0.644038272491,0.634335453929,0.64580300217,0.517686183301,0,0,0,0,0,0,0,1,1.0,0.0
4034,Oranges,0.603270562198,0.63842617505,0.666558272966,0.543742753366,0,1,0,0,0,0,0,0,1.0,0.0
4035,Browns,0.568306595231,0.141731265475,0.656054363007,0.654743116586,0,0,0,0,0,0,0,1,0.0,0.0
4036,Browns,0.62432144898,0.624274243082,0.519095938349,0.660300555627,1,0,0,0,0,0,0,0,0.0,0.0
4037,Reds,0.642285103737,0.649992503536,0.654385074198,0.560469881637,0,1,0,0,0,0,0,0,1.0,0.0
4038,Oranges,0.667000647896,0.672413071962,0.655419019376,0.594045584479,0,0,0,0,0,0,0,1,1.0,0.0
4039,Yellows,0.603139945729,0.636009181338,0.645511429937,0.499389547119,0,1,0,0,0,0,0,0,1.0,0.0
4040,Yellows,0.604032666237,0.633202794313,0.636725694534,0.517342723179,0,1,0,0,0,0,0,0,1.0,0.0
4041,Yellows,0.603283813755,0.634172136246,0.640745608071,0.597890794186,0,0,1,0,0,0,0,0,1.0,0.0
4042,Greens,0.661981114797,0.665891193498,0.324798032265,0.537692642771,0,0,0,1,0,0,0,0,1.0,1.0
4043,Pinks,0.636437122215,0.337989393867,0.56242313909,0.541645905849,0,0,0,0,0,0,1,0,1.0,1.0
4044,Greys,0.612515848463,0.641164041622,0.660718167802,0.576694517895,0,1,0,0,0,0,0,0,1.0,0.0
4045,Yellows,0.599729190703,0.635325794234,0.643147015717,0.588017073965,0,1,0,0,0,0,0,0,1.0,0.0
4046,Reds,0.600923162754,0.657912246458,0.675526893335,0.54513831738,1,0,0,0,0,0,0,0,1.0,0.0
4047,Blues,0.640922695413,0.649827944705,0.651200384316,0.578447547802,1,0,0,0,0,0,0,0,1.0,0.0
4048,Oranges,0.613055216869,0.637715071577,0.663713099249,0.52771831437,0,0,0,0,0,0,0,1,1.0,0.0
4049,Blues,0.646091442861,0.652316844593,0.654379290472,0.519724357318,0,1,0,0,0,0,0,0,1.0,0.0
4050,Reds,0.635092288768,0.643663864065,0.653641612275,0.558047858631,1,0,0,0,0,0,0,0,1.0,0.0
4051,Oranges,0.602337613484,0.630852116863,0.661784199827,0.605753819412,0,0,0,0,0,0,0,1,1.0,0.0
4052,Reds,0.640580324136,0.644702784681,0.657492098715,0.538136562709,0,0,0,0,1,0,0,0,1.0,0.0
4053,Yellows,0.601448472072,0.64507070075,0.653005433881,0.521695315311,1,0,0,0,0,0,0,0,1.0,0.0
4054,Reds,0.640330306006,0.651589208115,0.650667906596,0.57918443614,0,0,0,0,0,0,0,1,1.0,0.0
4055,Yellows,0.60974931209,0.642313371368,0.638834854252,0.505702702049,0,0,0,0,0,0,0,1,1.0,0.0
4056,Yellows,0.610140670287,0.633578080659,0.637926352455,0.5318212676,0,0,1,0,0,0,0,0,1.0,0.0
4057,Whites,0.626283331483,0.639661699427,0.632558228117,0.554880656392,0,0,0,0,0,1,0,0,1.0,1.0
4058,Reds,0.643145321037,0.647693693028,0.652847635554,0.547609336257,0,0,0,0,1,0,0,0,1.0,0.0
4059,Greys,0.64483999748,0.640183246747,0.649463027471,0.546199649802,0,0,0,0,0,0,0,1,1.0,0.0
4060,Yellows,0.61106009265,0.641928388886,0.641435321751,0.578566134236,0,0,1,0,0,0,0,0,1.0,0.0
4061,Blues,0.64124247396,0.647521792958,0.650174254613,0.603338133994,1,0,0,0,0,0,0,0,1.0,0.0
4062,Blues,0.645595615419,0.653772596449,0.647276664997,0.527764432177,0,0,1,0,0,0,0,0,1.0,0.0
4063,Greys,0.639814799004,0.635982525343,0.644478418315,0.495694116534,0,0,0,0,0,0,0,1,1.0,0.0
4064,Pinks,0.690783641011,0.688464534502,0.689666999286,0.521066823181,0,0,0,0,0,0,1,0,1.0,1.0
4065,Reds,0.594745121087,0.655556966001,0.669683111979,0.541092695492,0,1,0,0,0,0,0,0,1.0,0.0
4066,Oranges,0.601264588973,0.635156155595,0.661350169989,0.525916436146,1,0,0,0,0,0,0,0,1.0,0.0
4067,Reds,0.637674686152,0.653564189547,0.65549433037,0.526904207329,0,0,0,0,1,0,0,0,1.0,0.0
4068,Blues,0.642645911505,0.647213891826,0.648424237073,0.525602127685,0,0,0,0,0,0,0,1,1.0,0.0
4069,Oranges,0.667782613662,0.672984751692,0.652427901987,0.585343790079,0,0,0,0,0,0,0,1,1.0,0.0
4070,Yellows,0.61669000181,0.640156073549,0.640102775594,0.52143472075,1,0,0,0,0,0,0,0,1.0,0.0
4071,Oranges,0.606596178193,0.634739071242,0.663848948405,0.498088590109,1,0,0,0,0,0,0,0,1.0,0.0
4072,Oranges,0.607805002103,0.635633907964,0.66636204701,0.555658909571,0,0,0,0,1,0,0,0,1.0,0.0
4073,Pinks,0.650320914082,0.475747187577,0.677210334138,0.53514403477,0,0,0,0,0,1,0,0,1.0,1.0
4074,Greens,0.630959848148,0.679233732337,0.623183556296,0.535859328522,0,0,0,1,0,0,0,0,1.0,1.0
4075,Blues,0.603389932238,0.637482480217,0.641688558043,0.578272118666,0,1,0,0,0,0,0,0,1.0,0.0
4076,Whites,0.0,0.606177610751,0.393084247802,0.556400337753,0,0,0,1,0,0,0,0,1.0,1.0
4077,Reds,0.584599648122,0.656982595624,0.673684109046,0.522628769387,0,0,1,0,0,0,0,0,1.0,0.0
4078,Yellows,0.601165420764,0.636278108253,0.641814012172,0.52141846938,0,0,0,0,0,0,0,1,1.0,0.0
4079,Greens,0.68381828502,0.655788980129,0.6433135178,0.565943205553,0,0,0,0,0,0,1,0,1.0,1.0
4080,Blues,0.630163583312,0.648289799283,0.649219894158,0.495674697184,0,0,1,0,0,0,0,0,1.0,0.0
4081,Greys,0.609208507347,0.638797418661,0.656503801591,0.552042719121,0,0,1,0,0,0,0,0,1.0,0.0
4082,Pinks,0.635524945551,0.43756972975,0.650585826086,0.573078109585,0,0,0,0,0,0,1,0,1.0,1.0
4083,Blues,0.644087168409,0.648293359081,0.653787841207,0.537752309843,0,0,0,0,1,0,0,0,1.0,0.0
4084,Blues,0.605388511518,0.637170244616,0.640319986854,0.56848101511,1,0,0,0,0,0,0,0,1.0,0.0
4085,Greys,0.614251265474,0.641898790585,0.660268236521,0.5169839709,0,0,1,0,0,0,0,0,1.0,0.0
4086,Yellows,0.598434288208,0.635754780008,0.637162441858,0.581973894585,0,0,0,0,1,0,0,0,1.0,0.0
4087,Greens,0.661950709443,0.661182441663,0.657910969179,0.512552748091,0,0,0,1,0,0,0,0,1.0,1.0
4088,Yellows,0.593958794846,0.640176537791,0.63310965581,0.512730323802,0,0,1,0,0,0,0,0,1.0,0.0
4089,Whites,0.55835319361,0.638641045833,0.588687114496,0.599738923146,0,0,0,1,0,0,0,0,1.0,1.0
4090,Whites,0.641937001212,0.682632146808,0.658712958262,0.514278442998,0,0,0,1,0,0,0,0,1.0,1.0
4091,Yellows,0.626401200419,0.639621878198,0.660467079631,0.560508126832,0,0,0,0,1,0,0,0,1.0,0.0
4092,Oranges,0.610314194464,0.632189162961,0.659907336639,0.596175625027,0,0,1,0,0,0,0,0,1.0,0.0
4093,Yellows,0.622278907305,0.649481332639,0.674360193406,0.55770485637,0,0,1,0,0,0,0,0,1.0,0.0
4094,Reds,0.597742469479,0.652238998156,0.674523490332,0.514181514939,0,0,0,0,1,0,0,0,1.0,0.0
4095,Blues,0.638330579468,0.649563980144,0.650609394098,0.57105194205,0,1,0,0,0,0,0,0,1.0,0.0
4096,Blues,0.632683888996,0.642474459595,0.64747375181,0.53999000738,0,1,0,0,0,0,0,0,1.0,0.0
4097,Yellows,0.618283581481,0.64592722161,0.652373282223,0.520223591135,0,0,1,0,0,0,0,0,1.0,0.0
4098,Reds,0.599795387531,0.657347955659,0.678906980231,0.547575047804,0,0,0,0,1,0,0,0,1.0,0.0
4099,Greys,0.613208482765,0.637572793787,0.657176990301,0.578539079563,0,0,1,0,0,0,0,0,1.0,0.0
4100,Whites,0.587440477,0.648162773119,0.628050579632,0.517901347509,0,0,0,1,0,0,0,0,1.0,1.0
4101,Yellows,0.592834896709,0.645009602738,0.646217380979,0.536610027004,1,0,0,0,0,0,0,0,1.0,0.0
4102,Greys,0.646566422064,0.635507787919,0.649842456002,0.51521094524,1,0,0,0,0,0,0,0,1.0,0.0
4103,Yellows,0.600747413497,0.627588146821,0.636210540342,0.536618392492,0,0,0,0,0,0,0,1,1.0,0.0
4104,Blues,0.602755555812,0.637046274093,0.642035930411,0.510762968034,0,0,1,0,0,0,0,0,1.0,0.0
4105,Whites,0.689592974434,0.689975743822,0.689499680097,0.595683837993,0,0,0,0,0,1,0,0,1.0,1.0
4106,Yellows,0.600198421696,0.636674764857,0.651835454601,0.511542974513,0,1,0,0,0,0,0,0,1.0,0.0
4107,Yellows,0.605510611268,0.646088569906,0.660289298387,0.531457954644,0,0,0,0,1,0,0,0,1.0,0.0
4108,Yellows,0.598256389367,0.638947633111,0.642780200794,0.518422657959,0,0,0,0,0,0,0,1,1.0,0.0
4109,Whites,0.64996072815,0.660949843231,0.653010266936,0.549311918787,0,0,0,1,0,0,0,0,1.0,1.0
4110,Yellows,0.598371014649,0.629717536509,0.645370954928,0.584041063416,0,1,0,0,0,0,0,0,1.0,0.0
4111,Oranges,0.602646048982,0.628722961769,0.662459168377,0.539087309368,1,0,0,0,0,0,0,0,1.0,0.0
4112,Greys,0.613369205235,0.640876470875,0.656666593406,0.601428194999,0,0,1,0,0,0,0,0,1.0,0.0
4113,Blues,0.637342189351,0.646574268054,0.650111169816,0.505792929608,0,0,0,0,1,0,0,0,1.0,0.0
4114,Reds,0.579141049565,0.654287829516,0.670291730714,0.522754616413,0,0,0,0,0,0,0,1,1.0,0.0
4115,Blues,0.638199951101,0.647884630099,0.647446363694,0.538422589496,0,0,0,0,0,0,0,1,1.0,0.0
4116,Pinks,0.637813556858,0.603805614361,0.647767517146,0.500929380291,0,0,0,0,0,0,1,0,1.0,1.0
4117,Yellows,0.600493518622,0.645926736906,0.655074806553,0.607976846191,1,0,0,0,0,0,0,0,1.0,0.0
4118,Reds,0.637995334772,0.646230931182,0.648313368985,0.517440333201,0,0,0,0,1,0,0,0,1.0,0.0
4119,Yellows,0.615997414471,0.634512946621,0.679215709062,0.533647190326,0,0,0,0,1,0,0,0,1.0,0.0
4120,Oranges,0.606523229291,0.637780502572,0.66094805503,0.563306090951,0,0,1,0,0,0,0,0,1.0,0.0
