,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
385,Pinks,5.0,758.358556284,,Military,252.786185428,No,984.577364146,No,Male,By_16:00,0.595098283375,0.307060751365,3.53345870506,8.8302265387,0.134207350202,6.47720380221,5172.0,50.5558454432,312.098046299,10469.9697341,58912.7814215,Yes,969392.585988,17.666296904,196553.094134,76.5921254177,64163.6417287,30.0,Below_30,1.0,753.413859108,5.0,Foot_or_bicycle,Public_Sector,748.135762049,2.0,Yes
9385,Yellows,6.0,789.785508125,136154.446372,Social,263.261836042,No,517.182620995,No,Female,By_16:00,0.763761851704,0.411429196363,0.18997883657,8.32668191986,0.171752774622,8.74546087114,6833.0,88.9004057972,537.604519873,6247.0352497,69584.3536082,Yes,267477.863459,23.1863002627,579337.634694,20.4155795509,69580.0561522,70.0,45_and_up,1.0,922.168579146,12.0,Foot_or_bicycle,Public_Sector,773.212498323,0.0,No
3302,Reds,7.0,410.421147463,57714.6015859,Financial,136.807049154,No,421.868624041,Yes,Male,By_16:00,0.367636289448,0.771143342135,4.17243363336,6.19741817703,1.18928228971,3.51622357266,9689.0,58.7772876257,717.625675699,5653.93759181,85366.4666574,Yes,177973.13595,26.7885362739,1031308.76973,41.4038087474,18862.9757475,60.0,Below_30,0.0,1139.89010081,2.0,Public_or_other,Student_or_Unemployed,903.680260555,0.0,No
9666,Browns,1.0,1038.54794766,128542.803799,Financial,346.182649221,Yes,371.314980945,Yes,Female,By_16:00,0.315516036237,0.855165493442,0.227844996843,3.05219981587,6.47040073527,1.14841922419,6642.0,13.8219368877,555.293005347,4823.73582015,69694.8276702,No,137874.815074,23.5646558504,617906.26432,24.9067256227,120198.609271,60.0,45_and_up,1.0,949.048084784,10.0,Motorcycle_or_truck,Public_Sector,824.305763754,1.0,No
3581,Whites,8.0,490.529122872,118954.626519,Foreign_Affairs,163.509707624,No,727.508037584,No,Female,After_16:00,0.0184468089137,0.70579851605,2.39241553238,9.86000791891,9.99874659581,7.75679112179,5163.0,20.7651217468,883.372767871,9041.82591158,101538.89068,Yes,529267.944749,29.7215875732,1562236.81218,26.1316358345,26908.9341949,40.0,45_and_up,0.0,1269.99135161,18.0,Motorcycle_or_truck,Services_or_Retail,804.410113544,0.0,Yes
7030,Greys,10.0,193.522268956,28514.7759427,Healthcare,64.5074229854,No,442.038677457,Yes,Female,By_16:00,0.396864652866,0.756065225694,4.44980469299,0.300401297864,9.49317059014,8.00741832703,5402.0,77.5414415868,553.930448229,5528.24767103,68320.3797574,Yes,195398.192368,23.5357270597,614846.934079,33.4079960594,4235.71504321,80.0,Below_30,0.0,901.247496853,17.0,Car,Public_Sector,717.012451403,0.0,No
4378,Greys,10.0,61.8370996547,9343.89029591,Environment,20.6123665516,No,453.314774533,Yes,Female,By_16:00,0.681701979134,0.825472101569,0.432570520788,6.04684181744,9.45124401012,0.550836138427,8536.0,80.0937910797,598.995273647,5731.13829262,72262.1928733,Yes,205494.28481,24.4743799441,718777.304382,,455.482021407,90.0,Below_30,2.0,946.084176224,1.0,Motorcycle_or_truck,Student_or_Unemployed,723.313904977,1.0,No
1284,Yellows,3.0,161.316916662,25092.6258159,Healthcare,53.772305554,No,466.645898059,Yes,Male,By_16:00,0.881041469052,0.218127061147,7.04168205382,2.31184682343,0.824160766788,9.47550201556,8181.0,20.9171024151,591.66639953,5849.79177965,69788.2551016,Yes,217758.394175,24.3241937077,701246.292253,73.0552388122,2955.23315015,80.0,45_and_up,1.0,894.859194431,11.0,Car,Industry_or_other,631.389690096,0.0,No
9795,Greys,,266.121931544,40230.0502234,Financial,88.7073105147,No,453.51448477,Yes,Female,After_16:00,0.975340713514,0.566782421665,8.62149302149,8.5403193091,8.92318108818,1.18098320905,5879.0,11.9923842605,589.305282528,5713.75541276,71269.5225622,Yes,205675.387896,24.275610858,695738.657547,78.933774191,7967.69424926,60.0,30-45,4.0,932.581718379,11.0,Foot_or_bicycle,Hightech,713.711031254,0.0,No
2189,Oranges,6.0,401.205896558,55608.2265882,Social,133.735298853,No,415.808145383,Yes,Female,After_16:00,0.0551003343426,0.948322085664,2.02576308046,3.82267302368,9.98770189704,0.273971438874,8281.0,39.7112491541,602.333520051,5362.74849393,72877.5692143,Yes,172896.413767,24.5424839829,726803.327297,7.86015170161,18028.8654581,70.0,45_and_up,0.0,966.771181252,4.0,Foot_or_bicycle,Public_Sector,766.180397335,2.0,No
6409,Yellows,4.0,793.247206291,122038.270234,Healthcare,264.41573543,No,461.539363517,Yes,Male,By_16:00,0.462561030174,0.297775349813,8.27692653053,9.13787266007,8.91830103705,8.16854025004,5813.0,16.7615532409,602.29275877,5819.97915271,70678.7391893,Yes,213018.584076,24.541653546,726621.593431,78.5932254512,70190.0968786,80.0,Below_30,0.0,,15.0,Motorcycle_or_truck,Hightech,636.91953513,0.0,No
1588,Greys,4.0,343.354209659,,Education,114.45140322,No,429.899426503,Yes,Female,After_16:00,0.974695664831,0.716119353427,9.63244543178,5.56862030644,7.05816869158,,3997.0,27.1912787808,598.865108995,5496.72448302,71734.4771396,Yes,,24.4717205973,718436.866454,44.8841322912,13223.5751022,100.0,30-45,0.0,941.033283561,20.0,Car,Student_or_Unemployed,718.129485632,3.0,No
4140,Greens,9.0,174.32764568,32748.0698837,Foreign_Affairs,58.1092152266,No,563.560697834,No,Female,By_16:00,0.238634404959,0.423880354036,5.96529866802,6.39386387076,1.63029856049,1.83124976698,4271.0,68.6409492046,911.087751232,7457.7824808,92158.9642122,Yes,317600.660143,30.1842301746,1661156.70734,8.69276658632,3444.79010948,40.0,45_and_up,3.0,1087.0179209,7.0,Motorcycle_or_truck,Industry_or_other,421.365750022,3.0,Yes
1565,Yellows,5.0,857.992049761,144411.740136,Healthcare,285.99734992,No,504.940833111,No,Male,After_16:00,0.719197791768,0.631644703448,7.61248792754,4.46363860508,0.316898683086,2.49097860884,8734.0,25.5019480363,680.920546948,6411.249425,78316.9609637,Yes,254965.244943,26.0944543332,928483.972173,79.5845172135,82090.4815114,80.0,30-45,3.0,995.046989585,10.0,Foot_or_bicycle,Public_Sector,663.448828042,0.0,No
9604,Greys,4.0,1017.14882616,139354.097574,Social,339.049608721,No,411.013887021,Yes,Female,After_16:00,0.154758213088,0.0782621416729,0.516950224992,9.1242237296,6.83026372455,4.27897909889,8706.0,30.236162967,590.030813641,5290.2004975,70443.6197546,Yes,168932.415324,24.2905498835,697400.428092,0.570339616388,115303.686783,70.0,30-45,5.0,925.475177151,17.0,Car,Industry_or_other,706.692112344,1.0,No
9309,Pinks,3.0,678.177956847,176924.652934,Other,226.059318949,No,782.647022721,No,Male,By_16:00,,0.468375208089,0.128279551864,4.24269216601,7.1749512502,3.8055205252,4611.0,50.070221629,75.1630994491,7976.79642611,29559.2568828,Yes,612536.362175,8.66966547504,12536.9000403,63.6102046352,51338.8750026,50.0,45_and_up,3.0,368.54648179,5.0,Motorcycle_or_truck,Public_Sector,445.269980028,2.0,Yes
786,Yellows,4.0,383.201421006,52417.019447,Healthcare,127.733807002,No,410.361365384,Yes,Female,After_16:00,0.405142174335,0.225989890052,2.2598181339,6.92728601163,5.91349623399,8.45908435294,4021.0,31.3264446799,643.63068972,5390.87503328,73399.2704781,Yes,168396.4502,25.3698776055,829590.537478,63.0279138219,16453.6592583,80.0,30-45,4.0,944.927063569,2.0,Public_or_other,Public_Sector,649.246612564,0.0,No
2994,Reds,1.0,300.711838687,39131.610946,Healthcare,100.237279562,No,390.389794264,Yes,Male,After_16:00,0.0159504686017,0.223789675394,8.35216612322,2.43466321612,6.58495584968,0.909717530012,5823.0,99.2168210447,693.14102921,5290.18000106,81060.4311049,Yes,152404.191466,26.3275716543,962114.254816,2.76323291473,10157.7494936,80.0,45_and_up,5.0,1075.31204192,11.0,Motorcycle_or_truck,Hightech,824.892272417,0.0,No
3195,Greens,9.0,851.15614199,238435.16681,Foreign_Affairs,283.718713997,No,840.392808254,No,Male,By_16:00,0.909880571067,0.758047576062,4.4832852995,1.25755183632,5.96743092407,3.69168417761,6087.0,27.3627156857,925.237796898,10254.4036763,100054.127332,Yes,706260.072165,30.4177217572,1713491.15555,71.2992778979,80790.027386,40.0,45_and_up,0.0,1172.15385976,6.0,Public_or_other,Student_or_Unemployed,510.801123455,0.0,Yes
3787,Yellows,1.0,431.279793905,53071.7971064,Financial,143.759931302,No,369.169605368,Yes,Female,After_16:00,0.986664859112,0.0514958000276,6.61946602864,7.21329869004,3.67069609463,3.93717321102,4641.0,46.4022481581,574.555462899,4840.80697947,66509.2944169,Yes,136286.197527,23.969886585,661227.519678,95.8832616452,20820.6777792,60.0,30-45,2.0,864.211966141,13.0,Motorcycle_or_truck,Services_or_Retail,620.39017799,1.0,No
6743,Yellows,7.0,135.31028357,18678.9224887,Social,45.1034278567,No,414.135319116,Yes,Male,By_16:00,0.582763650687,0.79081370472,4.65306908824,9.49330304982,8.3172262297,9.15711691137,8487.0,49.9079826986,641.401277505,5424.15574617,72887.9411376,Yes,171508.062539,25.3259013167,823847.312824,47.8485143976,2089.42263228,70.0,30-45,1.0,934.664649324,8.0,Public_or_other,Public_Sector,631.979935317,0.0,No
3085,Greys,1.0,624.020173061,131016.759381,Healthcare,208.006724354,No,629.867903492,No,Male,After_16:00,0.140542616369,0.726990576833,8.09443617705,9.09568323288,9.89819157869,5.56386562763,9198.0,98.4447831521,585.727811478,7470.13465788,72295.8453097,Yes,396733.575849,24.2018142187,687434.435139,10.0567019777,43484.8041008,80.0,Below_30,1.0,910.356299638,11.0,Foot_or_bicycle,Industry_or_other,640.428957917,0.0,No
5509,Greys,5.0,512.926378345,78074.5245827,Social,170.975459448,No,456.641700713,Yes,Female,After_16:00,0.791925393511,0.468909682706,6.56117270002,4.90899294149,8.46877569333,3.0280988384,9953.0,61.6390563548,608.792984421,5784.00297597,73552.0049248,Yes,208521.64283,24.6737306547,742467.292125,74.7396883555,29413.583193,70.0,30-45,0.0,965.005187767,14.0,Foot_or_bicycle,Public_Sector,742.854663433,2.0,No
5578,Yellows,8.0,164.811553804,31431.884374,Education,54.9371846014,No,572.142249408,No,Male,By_16:00,0.926909070928,0.792107730871,8.04394921986,1.11760653323,9.0814252058,,3723.0,96.4182641357,649.78096921,7020.9844325,79472.1027943,Yes,327346.753558,25.4908016588,845785.071492,44.1331719048,3083.03143653,100.0,30-45,1.0,1028.17377152,17.0,Public_or_other,Hightech,772.31334859,0.0,No
6815,Greys,7.0,158.443653343,32585.1809489,Financial,52.8145511145,No,616.973547276,No,Female,By_16:00,0.32786805206,0.464239424793,6.29770012572,8.53393446654,3.0406469875,6.34392783744,5604.0,9.7944135312,593.730311787,7357.19609633,72333.8456416,Yes,380656.358038,24.3665818651,706282.11679,9.42513658665,2852.19136054,60.0,Below_30,3.0,907.943122182,13.0,Motorcycle_or_truck,Industry_or_other,623.776973692,0.0,No
8875,Oranges,10.0,503.675704214,75857.6280449,Education,167.891901405,No,451.824223862,Yes,Female,By_16:00,0.139682033565,0.313474389259,8.90869604889,4.67299648793,2.80186014483,0.401543239132,7246.0,42.72714525,563.022799972,5644.28783857,71423.6489531,Yes,204145.129269,23.7281014827,635264.249632,99.9228229979,28365.5824587,100.0,45_and_up,0.0,958.44235866,19.0,Foot_or_bicycle,Student_or_Unemployed,813.078832598,1.0,No
1258,Blues,6.0,894.455675302,175493.022915,Social,298.151891767,No,588.602748334,No,Female,After_16:00,0.54032240645,0.363941144897,8.64346307935,1.2444536807,3.71946251253,0.431333007291,9001.0,58.4542389959,697.514363811,7281.05621096,81312.8641877,Yes,346453.195346,26.4104972276,974325.328991,16.368627199,89202.7024562,70.0,45_and_up,3.0,1023.69860142,1.0,Foot_or_bicycle,Industry_or_other,674.150798312,1.0,No
3618,Yellows,2.0,124.150347505,15296.8791135,Environment,41.3834491684,No,369.637606842,Yes,Male,After_16:00,0.856302217115,0.343832272338,8.41694935691,0.310968812555,2.0287704072,3.78109735437,5631.0,16.4733839687,540.014763877,4776.40559618,63515.0417253,Yes,136631.960392,23.2382177431,584221.528943,84.5572190359,1763.97331424,90.0,45_and_up,2.0,827.977511191,14.0,Car,Student_or_Unemployed,610.000926034,1.0,No
41,Browns,4.0,2018.64729205,324684.925531,Education,672.882430684,Yes,482.528463703,Yes,Male,By_16:00,0.339137614472,0.967638190137,8.21463641012,8.12936633127,5.13526001014,1.05385021074,6583.0,91.1442559911,698.08660498,6221.45784699,74152.2131108,No,232833.718284,26.4213285998,975581.575038,86.288211518,453453.647954,100.0,Below_30,2.0,896.146026274,10.0,Public_or_other,Industry_or_other,439.230470845,5.0,No
7621,Yellows,10.0,691.756508619,101921.147768,Environment,230.585502873,No,442.01021529,Yes,Male,After_16:00,0.50778838736,0.435494435951,5.39286643732,5.80384962028,1.20471520349,2.75898355758,9718.0,3.40758722741,569.545902949,5559.1939588,71190.6738269,Yes,195373.030421,23.8651608616,650004.595606,50.4567750264,53410.259638,90.0,30-45,3.0,950.549463119,9.0,Public_or_other,Hightech,787.51425787,2.0,No
7316,Greys,2.0,46.3574412394,7177.6610142,Social,15.4524804131,No,464.498955657,Yes,Male,By_16:00,0.255961552961,0.0875713382848,3.55831278255,5.80320859561,2.07263303688,6.79621235933,9006.0,81.9966069655,592.137057007,5829.26367058,71711.1505644,Yes,215759.279806,24.3338664623,702442.031159,64.9311477551,264.231631331,70.0,45_and_up,5.0,936.845067691,13.0,Motorcycle_or_truck,Services_or_Retail,714.943641638,0.0,No
6066,Yellows,4.0,923.497749999,161423.141888,Environment,307.832583333,No,524.386145679,No,Female,After_16:00,0.0538239344023,0.156227511819,5.90066073462,0.056604645215,5.89044946479,6.64884514874,3981.0,6.45223392639,575.82118474,6395.50382627,71931.1300019,Yes,274980.82978,23.9962743929,664411.454117,61.4402904175,95078.7319449,90.0,30-45,0.0,939.174870967,1.0,Public_or_other,Student_or_Unemployed,736.994380265,0.0,No
1248,Reds,10.0,307.882732078,38223.9938756,Healthcare,102.627577359,No,372.453436582,Yes,Female,After_16:00,0.499001565389,0.980828491272,0.461926599964,2.42647802923,7.25561024621,3.18647863343,4798.0,63.6971022468,684.473515893,5093.48139761,79853.4517939,Yes,138721.562422,26.1624447614,938206.261445,4.74123228341,10645.047212,80.0,45_and_up,3.0,1061.18155363,7.0,Public_or_other,Services_or_Retail,815.82009133,0.0,No
7361,Yellows,6.0,208.958899218,36103.5926752,Environment,69.6529664059,No,518.335320635,No,Male,By_16:00,0.776844481239,0.945723796263,4.55721979495,8.53300330695,0.102507036645,5.62450521393,6557.0,55.8902205667,621.435203885,6426.22361412,78200.2438985,Yes,268671.504618,24.9286021246,773747.140017,6.14435777534,4931.18869554,90.0,30-45,3.0,1038.81493593,7.0,Motorcycle_or_truck,Industry_or_other,855.379440735,2.0,No
4981,Blues,3.0,192.934782569,27445.0223116,Education,64.3115941895,,426.750769554,Yes,Male,After_16:00,0.68983561499,0.52204161277,7.37636375008,3.73541664798,0.319315788802,8.89977404848,8141.0,99.1080454085,555.597977637,5378.70365081,65192.2505685,Yes,182116.219315,23.5711259306,618401.482768,34.6701537725,4210.29274139,100.0,45_and_up,1.0,835.96650194,4.0,Motorcycle_or_truck,Services_or_Retail,586.506490223,0.0,No
232,Yellows,1.0,142.077104304,17435.5933407,Financial,47.359034768,No,368.157700556,Yes,Female,By_16:00,0.909860133659,0.530726253754,2.99836205784,9.69512948068,5.45448232209,8.35871362127,7330.0,10.1318805944,597.670315765,4876.91763709,67656.7825734,Yes,135540.092478,24.4472966965,715388.399802,87.1218131622,2300.23720892,60.0,45_and_up,,870.033758652,10.0,Motorcycle_or_truck,Hightech,590.629408817,1.0,No
3782,Blues,4.0,1018.68497196,138766.120343,Financial,339.561657319,No,408.662513426,Yes,Female,After_16:00,0.642295093974,0.607580575161,1.07187684393,4.20250188559,4.31997447507,4.06165543711,9378.0,36.7170669604,572.050336741,5230.72580775,66175.3752243,Yes,167005.04988,23.9175738055,655487.233069,21.5697648935,115651.680779,60.0,Below_30,1.0,848.409066513,14.0,Foot_or_bicycle,Public_Sector,585.395024207,1.0,No
5382,Blues,10.0,369.896097544,75509.6127993,Healthcare,123.298699181,No,612.412079776,No,Female,By_16:00,0.933018358424,0.472745911451,9.48714784579,6.02136268513,2.20983988605,2.95310680056,6619.0,22.6906772936,632.56964767,7389.2600931,76408.8074326,Yes,375048.555456,25.150937312,801580.357789,72.2945857327,15335.867919,80.0,30-45,3.0,965.167592245,14.0,Motorcycle_or_truck,Student_or_Unemployed,669.22740273,0.0,No
326,Greys,5.0,1005.27949937,160203.910859,Financial,335.093166457,No,478.087669028,Yes,Female,After_16:00,0.652557406807,0.0539525062777,1.94393249927,5.91454921989,5.81682291115,3.36384483613,5319.0,14.67771756,613.751098596,6008.37888747,74700.3241996,Yes,228567.819276,24.774000456,754628.594329,84.8051570123,112632.523373,60.0,45_and_up,0.0,980.02705865,10.0,Foot_or_bicycle,Industry_or_other,759.684606023,0.0,No
9633,Reds,10.0,641.649344771,124958.604201,Environment,213.883114924,No,584.23781721,No,Male,After_16:00,0.0811681766063,0.962869905401,5.38042882923,0.688060724642,0.84093806101,9.90495964652,7763.0,98.4290081076,651.834990008,7146.04815212,78532.1682164,Yes,341333.827059,25.5310593201,851087.308221,95.2381548472,45969.8699644,90.0,45_and_up,4.0,1002.75627541,14.0,Foot_or_bicycle,Services_or_Retail,715.362005355,2.0,No
5720,Browns,7.0,1406.46467546,267476.033472,Healthcare,468.821558488,Yes,570.528442282,No,Male,By_16:00,0.0421051362064,0.210912517039,7.57473318139,5.08930814452,0.708868303336,6.7358776927,9390.0,28.5442376276,288.451649359,6282.18772154,42270.8252517,No,325502.703453,,167402.093426,5.86456984747,220272.475261,80.0,45_and_up,2.0,523.087802221,14.0,Public_or_other,Student_or_Unemployed,412.856947139,1.0,No
636,Greens,1.0,1003.67570222,325334.110547,Other,334.558567406,No,972.427975974,No,Male,By_16:00,0.0547309927642,0.31075677136,1.24948968878,3.63361563534,4.70468092943,5.20932926796,9408.0,10.3320043534,999.638147537,11723.5560548,118118.650975,Yes,945616.168457,31.6170546942,2000475.12016,36.5407382371,112273.993592,50.0,45_and_up,3.0,1466.83720821,20.0,Motorcycle_or_truck,Student_or_Unemployed,939.840155654,1.0,Yes
713,Blues,2.0,346.030624134,53702.0378564,Environment,115.343541378,No,465.583397344,Yes,Female,After_16:00,0.790020197397,0.201730215224,5.19948845264,4.21997707337,0.109049861785,1.53535364429,7489.0,51.6644983785,624.181690474,5904.19735439,72429.9787365,Yes,216767.899882,24.9836284489,780315.084745,21.5263584396,13429.476079,90.0,Below_30,3.0,925.289812111,8.0,Motorcycle_or_truck,Public_Sector,633.9359019,0.0,No
9008,Browns,2.0,1509.00543196,234446.610188,Healthcare,503.001810653,Yes,466.094962728,Yes,Male,By_16:00,0.847490868531,0.622697934508,1.56206350308,6.99227945879,8.04186955094,1.53460024856,,19.3272468867,547.666702848,5756.28303298,63365.0849214,No,217244.51428,23.4022798643,600859.300837,35.5102031725,253523.823331,80.0,Below_30,1.0,792.295057689,2.0,Foot_or_bicycle,Public_Sector,505.571057706,2.0,No
1234,Browns,8.0,1426.38655295,,Education,475.462184318,Yes,416.200555766,Yes,Male,By_16:00,0.331653793342,0.963180920342,5.39837485878,8.09519418748,1.58340756781,3.61086742254,8597.0,61.4197188523,351.32717131,4864.65990028,47183.4343644,No,173222.90262,18.7437235178,247809.582775,96.104809246,226549.750901,100.0,45_and_up,3.0,618.724318703,9.0,Foot_or_bicycle,Services_or_Retail,521.819617895,1.0,No
2802,Yellows,5.0,281.683694897,38809.837586,Education,93.8945649656,No,413.334228665,Yes,Male,After_16:00,0.296232660534,0.603394081816,7.38007006003,7.27318447549,2.57296578027,0.617835193407,3027.0,84.4134034822,586.351855896,5306.04599845,68483.5896462,Yes,170845.184586,24.2147032998,688672.886806,77.9315304477,8920.08389505,100.0,Below_30,4.0,885.327468981,4.0,Motorcycle_or_truck,Industry_or_other,632.554751615,0.0,No
8680,Oranges,5.0,504.150043855,137058.888036,Healthcare,168.050014618,No,815.583910224,No,,After_16:00,0.765788038261,0.979606296169,7.7930275863,0.551796162035,7.18516405672,1.05696107261,6348.0,54.0468139574,872.988021774,9901.81514579,100364.664474,Yes,665177.114616,29.5463707039,1525766.13433,32.3427696945,28418.8574278,80.0,45_and_up,3.0,1229.43665971,20.0,Public_or_other,Hightech,724.378098184,0.0,No
